placeId,fix,field,before,after,reason
P141,FIX83,mobilityCaveat,포장된 길로 이동하실 수 있습니다. 휠체어로 이동하실 수 있습니다.,포장된 길로 이동하실 수 있습니다. 휠체어로 이동하실 수 있습니다. 이동에 도움이 필요할 수 있으니 동행자와,FIX74 자동생성 시 누락된 동행 필요 안내 복원
P145,FIX83,companionRequired,UNKNOWN,Y,routeCondition 에 보조 필요 명시 — 포장도로+항구/유람선 접근+선박 승하선 보조 필요+휠체어 접근 가능
P145,FIX83,mobilityCaveat,포장된 길로 이동하실 수 있습니다. 휠체어로 이동하실 수 있습니다.,포장된 길로 이동하실 수 있습니다. 휠체어로 이동하실 수 있습니다. 이동에 도움이 필요할 수 있으니 동행자와,FIX74 자동생성 시 누락된 동행 필요 안내 복원
P678,FIX83,companionRequired,UNKNOWN,Y,routeCondition 에 보조 필요 명시 — 단차 없음+휠체어 접근 가능+이동 보조 필요
P678,FIX83,mobilityCaveat,단차 없이 이동하실 수 있습니다. 휠체어로 이동하실 수 있습니다.,단차 없이 이동하실 수 있습니다. 휠체어로 이동하실 수 있습니다. 이동에 도움이 필요할 수 있으니 동행자와 ,FIX74 자동생성 시 누락된 동행 필요 안내 복원
P721,FIX83,companionRequired,UNKNOWN,Y,routeCondition 에 보조 필요 명시 — 이동 보조 필요+휠체어 접근 가능
P721,FIX83,mobilityCaveat,휠체어로 이동하실 수 있습니다.,휠체어로 이동하실 수 있습니다. 이동에 도움이 필요할 수 있으니 동행자와 함께 오시길 권해 드립니다.,FIX74 자동생성 시 누락된 동행 필요 안내 복원
P806,FIX83,companionRequired,UNKNOWN,Y,routeCondition 에 보조 필요 명시 — 단차 없음+휠체어 접근 가능+이동 보조 필요
P806,FIX83,mobilityCaveat,단차 없이 이동하실 수 있습니다. 휠체어로 이동하실 수 있습니다.,단차 없이 이동하실 수 있습니다. 휠체어로 이동하실 수 있습니다. 이동에 도움이 필요할 수 있으니 동행자와 ,FIX74 자동생성 시 누락된 동행 필요 안내 복원
P818,FIX83,companionRequired,UNKNOWN,Y,routeCondition 에 보조 필요 명시 — 단차 없음+이동 보조 필요+휠체어 접근 가능
P818,FIX83,mobilityCaveat,단차 없이 이동하실 수 있습니다. 휠체어로 이동하실 수 있습니다.,단차 없이 이동하실 수 있습니다. 휠체어로 이동하실 수 있습니다. 이동에 도움이 필요할 수 있으니 동행자와 ,FIX74 자동생성 시 누락된 동행 필요 안내 복원
P831,FIX83,companionRequired,UNKNOWN,Y,routeCondition 에 보조 필요 명시 — 무장애 코스 포함+휠체어 접근 가능+이동 보조 필요
P831,FIX83,mobilityCaveat,무장애 코스가 마련되어 있습니다. 휠체어로 이동하실 수 있습니다.,무장애 코스가 마련되어 있습니다. 휠체어로 이동하실 수 있습니다. 이동에 도움이 필요할 수 있으니 동행자와 ,FIX74 자동생성 시 누락된 동행 필요 안내 복원
P833,FIX83,companionRequired,UNKNOWN,Y,routeCondition 에 보조 필요 명시 — 단차 없음+휠체어 접근 가능+이동 보조 필요
P833,FIX83,mobilityCaveat,단차 없이 이동하실 수 있습니다. 휠체어로 이동하실 수 있습니다.,단차 없이 이동하실 수 있습니다. 휠체어로 이동하실 수 있습니다. 이동에 도움이 필요할 수 있으니 동행자와 ,FIX74 자동생성 시 누락된 동행 필요 안내 복원
P891,FIX83,companionRequired,UNKNOWN,Y,routeCondition 에 보조 필요 명시 — 단차 없음+이동 보조 필요+휠체어 접근 가능
P891,FIX83,mobilityCaveat,단차 없이 이동하실 수 있습니다. 휠체어로 이동하실 수 있습니다.,단차 없이 이동하실 수 있습니다. 휠체어로 이동하실 수 있습니다. 이동에 도움이 필요할 수 있으니 동행자와 ,FIX74 자동생성 시 누락된 동행 필요 안내 복원
P892,FIX83,companionRequired,UNKNOWN,Y,routeCondition 에 보조 필요 명시 — 단차 없음+무장애 코스 포함+휠체어 접근 가능+이동 보조 필요
P892,FIX83,mobilityCaveat,단차 없이 이동하실 수 있습니다. 휠체어로 이동하실 수 있습니다.,단차 없이 이동하실 수 있습니다. 휠체어로 이동하실 수 있습니다. 이동에 도움이 필요할 수 있으니 동행자와 ,FIX74 자동생성 시 누락된 동행 필요 안내 복원
P1004,FIX83,companionRequired,UNKNOWN,Y,routeCondition 에 보조 필요 명시 — 휠체어 접근 가능+이동 보조 필요
P1004,FIX83,mobilityCaveat,휠체어로 이동하실 수 있습니다.,휠체어로 이동하실 수 있습니다. 이동에 도움이 필요할 수 있으니 동행자와 함께 오시길 권해 드립니다.,FIX74 자동생성 시 누락된 동행 필요 안내 복원
