placeId,fix,field,before,after,reason
P451,FIX78,mobilityCaveat,장애인화장실 미확인 — 장시간 체류 시 사전 확인 필요,"출입구까지는 포장도로이고 단차가 없어 접근하실 수 있으나, 실내 관람 동선에서는 휠체어와 유모차 이용이 제한됩니다. 방문 전 ",대표 P071 와 판정 일치 — 상태확인 시 모순 방지
P451,FIX78,accessVerdictReason,시설접근 기준 판정 — 활동참여 개별 근거 미확보,시설접근 가능 / 활동참여 불가 — 무단차 출입구로 진입 가능하나 실내 관람 동선에 이용 제한,대표 P071 와 판정 일치 — 상태확인 시 모순 방지
P451,FIX78,partialReason,(공백),[FIX78] 중복 노드 판정 충돌 해소 — 출입구 접근과 내부 이용을 분리,대표 P071 와 판정 일치 — 상태확인 시 모순 방지
P451,FIX78,routeCondition,포장도로+무단차 출입구+휠체어 접근 가능,포장도로+무단차 출입구+실내 관람 동선 휠체어·유모차 이용 제한,대표 P071 와 판정 일치 — 상태확인 시 모순 방지
P451,FIX78,verifyNote,(공백),※ FIX78: P071 과 동일 장소(중복 노드). 좌표가 사실상 같고 이름 표기만 다름. 대표는 P071 이며 이 노드는 ,병합 이력
P451,FIX78,correctionHistory,(공백),FIX78: P071 로 병합,이력
P071,FIX78,correctionHistory,(공백),FIX78: P451 병합 수신 (대표 노드),이력
P257,FIX78,recommendable,Y,N,중복 노드 — 대표는 P102
P104,FIX78,recommendable,Y,N,중복 노드 — 대표는 P220
P451,FIX78,recommendable,Y,N,중복 노드 — 대표는 P071
