placeId,fix,field,before,after,reason
P250,FIX77,waterEntryNote,발이 닿는 깊이까지만 들어가시고 먼 바다 쪽으로는 나가지 말아 주세요. 파고가 2m를 넘거나 풍랑특보가 발효되면 입수를 삼가 ,수상휠체어를 이용하시면 모래사장과 얕은 물가까지 이동하실 수 있습니다. 구명조끼를 함께 빌려 주세요. 발이 닿는 깊이까지만 들,수상휠체어 안내 추가
P250,FIX77,verifyStatus,SURVEYED,VERIFIED,제주시 공식 발표 및 다수 보도로 확인
P250,FIX77,verifyNote,※ FIX74: mobilityCaveat 은 routeCondition 태그에서 자동 생성된 일반 문장입니다. 구체적 위치·,※ FIX77: 2026-06~07 보도 확인 — 제주시 이호테우해수욕장 무장애 해수욕장 시범 운영. 수상휠체어 2대(최대 하,2026 최신 근거
P250,FIX77,correctionHistory,(공백), | FIX77: 2026 무장애 해수욕장 시범운영 반영,이력
P028,FIX77,mobilityCaveat,"계단, 단차, 일부 구간에 고르지 않은 노면과 비포장 구간이 있습니다. 접근 가능한 구간도 있으니 이동 가능한 범위를 확인해 ","모래 위 이동을 위한 수상휠체어가 운영되고 있습니다. 이용 전 해수욕장 관리사무소에 문의해 주세요. 일부 구간에 계단과 단차,",2024년부터 수상휠체어 운영 확인 — 2025년 이용 25건
P028,FIX77,waterEntryNote,발이 닿는 깊이까지만 들어가시고 먼 바다 쪽으로는 나가지 말아 주세요. 파고가 2m를 넘거나 풍랑특보가 발효되면 입수를 삼가 ,수상휠체어를 이용하시면 모래사장까지 이동하실 수 있습니다. 발이 닿는 깊이까지만 들어가시고 먼 바다 쪽으로는 나가지 말아 주세,수상휠체어 안내 추가
P028,FIX77,verifyNote,※ FIX74: mobilityCaveat 은 routeCondition 태그에서 자동 생성된 일반 문장입니다. 구체적 위치·,"※ FIX77: 2026-07 보도 확인 — 표선해수욕장은 2024년 표선고 학생 기획으로 수상휠체어 시범 비치, 2025년 ",2026 최신 근거
P028,FIX77,correctionHistory,(공백), | FIX77: 수상휠체어 운영 확인,이력
P004,FIX77,mobilityCaveat,"일부 이동 구간에 경사, 배수로 및 바닥 요철이 있어 이동 시 주의가 필요합니다. 모래사장 등은 휠체어 이동에 제약이 있을 수",해변과 주요 편의시설 접근로에는 완만한 경사로가 설치되어 있어 휠체어로 이동하기 비교적 수월합니다. 다만 모래사장 안쪽과 계단,완만한 경사로 설치 사실 반영 — 제약만 나열하던 표현 균형 조정
P004,FIX77,routeCondition,일부 구간 경사+배수로+바닥 요철+모래사장 휠체어 이동 제약+해변 접근로 일부 완만한 경사·평지,해변·편의시설 접근로 완만한 경사로+일부 구간 배수로·바닥 요철+모래사장 안쪽 진입 어려움+잔디광장 계단,접근 가능 요소를 함께 명시
P004,FIX77,verifyNote,"제주관광약자접근성안내센터 — 2023-09-12 조사 정보이며 페이지에 ""이후 변동될 수 있음"" 명시. 당시 확인: 배수로 장","제주관광약자접근성안내센터 — 2023-09-12 조사 정보이며 페이지에 ""이후 변동될 수 있음"" 명시. 당시 확인: 배수로 장",2026 확인 사항 추가
P004,FIX77,correctionHistory," | FIX75: 현장조사 근거로 안내문구 확정 (자동 생성문 교체) | FIX76: 근거 연도 명시, 과잉 구체화 제거"," | FIX75: 현장조사 근거로 안내문구 확정 (자동 생성문 교체) | FIX76: 근거 연도 명시, 과잉 구체화 제거 | ",이력
P250,FIX77,recommendable,Y,N,P008 이호테우해변과 좌표·지번 동일한 중복 노드
P250,FIX77,note,UNKNOWN,[FIX77] 중복 노드 — 대표는 P008 이호테우해변,병합 이력
